Numéro d'AMM,Nom du produit,Firme,Substance active,Unité
6600501,COMPLEXUGEC,PHYTEUROP,"2,4-D sel de dimethylamine (2,4-D) 275 g/L | MCPA sel de dimethylamine (MCPA) 275 g/L",L/ha
9700216,CONFIDOR J,BAYER SAS,imidaclopride (Imidacloprid) 200 g/L,L/ha
9300032,CONFIRM,NISSO CHEMICAL EUROPE GMBH,tÃ©bufenozide (Tebufenozide) 240 g/L,L/ha
8200124,CONTREVERSE,TAMINCO BVBA,chlorure de choline (Choline chloride) 460 g/L,L/ha
2000087,COPLESS,NUFARM S.A,cuivre de l'hydroxyde de cuivre (Copper compounds) 37.5 %,kg/hL
7200451,COPRAREX,A.D.I.R.H.,cuivre de l'oxychlorure de cuivre (Copper compounds) 50 %,g/hL
2100121,CORAGEN,DUPONT SOLUTIONS (FRANCE) S.A.S.,Chlorantraniliprole (Chlorantraniliprole) 200 g/L,L/ha
2110012,RANMAN TOP,ISK BIOSCIENCES EUROPE S.A.,cyazofamide (Cyazofamid) 160 g/L,
2090187,RAPIDO EV,SCOTTS FRANCE S.A.S.,glyphosate (Glyphosate) 240 g/L | pyraflufÃ¨ne-Ã©thyle (Pyraflufen-ethyl) 0.67 g/L,L/ha
2090035,RAPIDO PJT,SCOTTS FRANCE S.A.S.,glyphosate sel d'isopropylamine (Glyphosate) 240 g/L | pyraflufÃ¨ne-Ã©thyle (Pyraflufen-ethyl) 0.67 g/L,L/ha
2120120,CORUM,BASF FRANCE SAS,bentazone (Bentazone) 480 g/L | imazamox (Imazamox) 22.4 g/L,L/ha
2110107,CORZAL,AGRICHEM BV,phenmÃ©diphame (Phenmedipham) 157 g/L,L/ha
2100206,CREDIT,NUFARM S.A,glyphosate (Glyphosate) 540 g/L,L/ha
2080049,CRUISER 600 FS,SYNGENTA FRANCE SAS,Thiamethoxam (Thiamethoxam) 600 g/L,L/unitÃ©
2090101,NICOZEA,SAPEC AGRO S.A.,nicosulfuron (Nicosulfuron) 40 g/L,L/ha
2070221,RAPSAN TDI,GLOBACHEM,mÃ©tazachlore (Metazachlor) 400 g/L | quinmÃ©rac (Quinmerac) 100 g/L,L/ha
9800364,RAPSOL,DOW AGROSCIENCES SAS,propyzamide (Propyzamide) 400 g/L,L/ha
2000374,RAPSOL WG,DOW AGROSCIENCES SAS,propyzamide (Propyzamide) 80 %,kg/ha
2110093,RATIO SX,DUPONT SOLUTIONS (FRANCE) S.A.S.,thifensulfuron (Thifensulfuron) 400 g/kg | tribenuron (Tribenuron) 100 g/kg,kg/ha
2140038,RAXIL STAR,BAYER SAS,fluopyram (Fluopyram) 20 g/L | prothioconazole (Prothioconazole) 100 g/L | tÃ©buconazole (Tebuconazole) 60 g/L,L/q
2140126,REBOOT,GOWAN FRANCE,cymoxanil (Cymoxanil) 330 g/kg | zoxamide (Zoxamide) 330 g/kg,kg/ha
2010425,NICANOR,ADAMA FRANCE SAS,Metsulfuron-methyl (Metsulfuron-methyl) 200 g/kg,kg/ha
9400133,NIKEYL,BAYER SAS,aclonifÃ¨ne (Aclonifen) 350 g/L | flurtamone (Flurtamone) 94 g/L,L/ha
2100185,NIMBUS CS,BASF FRANCE SAS,clomazone (Clomazone) 33.3 g/L | mÃ©tazachlore (Metazachlor) 250 g/L,L/ha
7600008,NIMROD,ADAMA FRANCE SAS,bupirimate (Bupirimate) 250 g/L,L/ha
9800337,NIRVANA,BASF FRANCE SAS,imazamox (Imazamox) 16.7 g/L | pendimÃ©thaline (Pendimethalin) 250 g/L,L/ha
9100418,NISSHIN,ISK BIOSCIENCES EUROPE S.A.,nicosulfuron (Nicosulfuron) 40 g/L,L/ha
9800280,NOVODOR FC,VALENT BIOSCIENCES,Bacillus thuringiensis subsp. tenebrionis (Bacillus thuringiensis subsp. tenebrionis) 3 %,L/ha
2090109,NUPRID 70,NUFARM S.A,Imidacloprid (Imidacloprid) 700 g/kg,kg/unitÃ©
2140177,KUSABI,ISK BIOSCIENCES EUROPE N.V,pyriofÃ©none (Pyriofenone) 300 g/L,L/ha
2150074,CERAXEL,BELCHIM CROP PROTECTION NV/SA,Disodium phosphonate (Disodium phosphonate) 500 g/L,L/ha
2150251,POL-SULPHUR 80 WG,"Ciech Sarzyna S.A., ul. ",soufre (Sulphur) 800 g/kg,kg/ha
2160489,XPULSE SANGLIERS,SDP,poivre (Pepper) 45 g/kg,kg/ha
9100650,COSMIC,ARYSTA LIFESCIENCE SAS,glyphosate (Glyphosate) 360 g/L,mL/mÂ²
2010052,GLYFOVERT EV,ARYSTA LIFESCIENCE SAS,glyphosate (Glyphosate) 360 g/L,mL/mÂ²
2010051,GLYFOVERT PJT,ARYSTA LIFESCIENCE SAS,glyphosate (Glyphosate) 360 g/L,L/ha
9700207,GLYK'UP C,ARYSTA LIFESCIENCE SAS,glyphosate (Glyphosate) 360 g/L,L/ha
9500562,GLYPHOSTAR,ARYSTA LIFESCIENCE SAS,glyphosate sel d'isopropylamine (Glyphosate) 360 g/L,mL/mÂ²
2130256,LIFE SCIENTIFIC CHLOROTHALONIL,LIFE SCIENTIFIC LTD,Chlorothalonil (Chlorothalonil) 500 g/L,L/ha
2030337,CORASIL E P,NUFARM S.A.S.,dichlorprop P 2-EHE (Dichlorprop-P) 37.4 g/L,L/ha
2120143,CROSSOVER,ALBAUGH UK Ltd,glyphosate (Glyphosate) 480 g/L,L/ha
2040085,CORTES SP PAE,ARYSTA LIFESCIENCE SAS,glyphosate (Glyphosate) 7.2 g/L,mL/mÂ²
2090082,NUPRID 200,NUFARM S.A,Imidacloprid (Imidacloprid) 200 g/L,L/ha
2150280,NUPRID 600 FS,NUFARM S.A.S.,Imidacloprid (Imidacloprid) 600 g/L,L/unitÃ©
9500560,GLYPHOXY,ARYSTA LIFESCIENCE SAS,glyphosate sel d'isopropylamine (Glyphosate) 360 g/L,L/ha
2120176,ROTSTOP,VERDERA OY,Phlebiopsis gigantea (Phlebiopsis gigantea) 100 g/kg,g/ha
9600318,COSMIC JARDINS,ARYSTA LIFESCIENCE SAS,glyphosate (Glyphosate) 7.2 g/L,mL/mÂ²
9700124,RATO,ARYSTA LIFESCIENCE SAS,glyphosate (Glyphosate) 360 g/L,L/ha
2140215,RAK 1+2 MIX,BASF FRANCE SAS,"Z9-dodÃ©cenylacÃ©tate (Straight Chain Lepidopteran Pheromones) 0.226 g/diffuseur | (E,Z)-7,9-dodÃ©cadien-1-yl acÃ©tate (Straight Chain Lepidopteran Pheromones) 0.217 g/diffuseur",diffuseurs/ha
7800296,COSMOSEN LIQUIDE,DELPECH,soufre micronise (Sulphur) 600 g/L,L/ha
2150252,POL-SULPHUR 80 WP,"Ciech Sarzyna S.A., ul. ",soufre (Sulphur) 800 g/kg,kg/ha
7400115,NUVAGRAIN NEBULISATION,NEODIS,chlorpyriphos-mÃ©thyl (Chlorpyrifos-methyl) 25 g/L,L/q
9900390,OLIBLAN,COMPTOIR COMMERCIAL  DES LUBRIFIANTS,huile de paraffine (Paraffin oils) 817 g/L,L/hL
9500628,BASAGRAN SG,BASF FRANCE SAS,bentazone (Bentazone) 870 g/kg,kg/ha
9600195,PUMA LS,BAYER SAS,mÃ©fenpyr (Mefenpyr) 18.7 g/L | fÃ©noxaprop-P-Ã©thyle (Fenoxaprop-P) 69 g/L,L/ha
2010101,MALADIES DES ROSIERS CPJ,COMPAGNIE DES PRODUITS POUR LE JARDIN,soufre (Sulphur) 5.88 g/L,
2100105,POKON STOP INSECTES,POKON CHRYSAL,pyrÃ©thrines (Pyrethrins) 2.28 g/L | pipÃ©ronyl butoxide (Piperonyl butoxyde) 3.14 g/L,
2150118,SOUFRE SUBLIME AFEPASA,AFEPASA,soufre (Sulphur) 990 g/kg,kg/ha
2150067,REDELI,SYNGENTA FRANCE SAS,phosphate disodique (Disodium phosphonate) 500 g/L,L/ha
9400083,NOVERTEX,NUFARM S.A.S.,MCPA (MCPA) 200 g/L | dichlorprop-P sel d'amine (Dichlorprop-P) 100 g/L | mÃ©coprop-P sel d'amine (Mecoprop-P) 100 g/L,L/ha
2140180,PROPERTY 180 SC,ISK BIOSCIENCES EUROPE S.A.,pyriofÃ©none (Pyriofenone) 180 g/L,L/ha
2070143,DWEELER,SFP EUROPE SA,composÃ©s du cuivre (Copper compounds) 300 g/L | cymoxanil (Cymoxanil) 30 g/L,L/ha
2150914,ALLUM,UPL France SAS,fosÃ©tyl (Fosetyl) 800 g/kg,kg/ha
2040086,CORTES SP,ARYSTA LIFESCIENCE SAS,glyphosate sel d'isopropylamine (Glyphosate) 360 g/L,L/ha
2140196,TRIMEO,HELM AG,Tribenuron (Tribenuron) 750 g/kg,kg/ha
9700058,GLYFOPLUS,ARYSTA LIFESCIENCE SAS,glyphosate (Glyphosate) 360 g/L,L/ha
9500561,GLYFORT,ARYSTA LIFESCIENCE SAS,glyphosate (Glyphosate) 360 g/L,mL/mÂ²
2159994,TRAILER,DEVREG CONSULTA SLU,tribenuron (Tribenuron) 750 g/kg,kg/ha
9500016,GLYPHOCAL,ARYSTA LIFESCIENCE SAS,glyphosate sel d'isopropylamine (Glyphosate) 360 g/L,L/ha
2010508,GLYPHOCAL PJT,ARYSTA LIFESCIENCE SAS,glyphosate sel d'isopropylamine (Glyphosate) 360 g/L,L/ha
9400415,GLYPHOROC 480,ARYSTA LIFESCIENCE SAS,glyphosate sel d'isopropylamine (Glyphosate) 360 g/L,L/ha
2090135,NUCOP HI BIO WG,ALBAUGH UK Ltd,cuivre de l'hydroxyde de cuivre (Copper compounds) 200 g/kg,kg/ha
2130200,LUNA PRIVILEGE,BAYER SAS,fluopyram (Fluopyram) 500 g/L,L/ha
2130066,OCEAL,ROTAM AGROCHEMICAL EUROPE LIMITED,dicamba (Dicamba) 700 g/kg,kg/ha
2130152,LUNA SENSATION,BAYER SAS,fluopyram (Fluopyram) 250 g/L | Trifloxystrobin (Trifloxystrobin) 250 g/L,L/ha
2110191,MAGNELLO,SYNGENTA FRANCE SAS,difÃ©noconazole (Difenoconazole) 100 g/L | tÃ©buconazole (Tebuconazole) 250 g/L,L/ha
2000191,PYRISTAR,ADAMA FRANCE SAS,chlorpyriphos-Ã©thyl (Chlorpyrifos) 250 g/L,
2130277,COSAVET DF,SULPHUR MILLS LIMITED,soufre (Sulphur) 800 g/kg,kg/ha
2010035,NOVERTEX N,NUFARM S.A.S.,dichlorprop-P sel d'amine (Dichlorprop-P) 100 g/L | mÃ©coprop-P sel d'amine (Mecoprop-P) 100 g/L | MCPA (MCPA) 200 g/L,L/ha
9400416,GLYPHOZERB' 360,ARYSTA LIFESCIENCE SAS,glyphosate sel d'isopropylamine (Glyphosate) 360 g/L,L/ha
9000471,BASTA F1,BAYER SAS,glufosinate ammonium (Glufosinate) 150 g/L,L/ha
9500148,POLYRAM JARDIN DF,BASF FRANCE SAS,mÃ©tirame (Metiram) 80 %,kg/ha
2000367,BASE ADJUVANT H,ACTION PIN,Derives d'acides gras vegetaux (Derives d'acides gras vegetaux) 286 g/L | Huile de pin (Huile de pin) 430 g/L,L/ha
2000149,BASE ADJUVANT M,ACTION PIN,Alcools terpeniques (Alcools terpeniques) 665 g/L,L/hL
2010609,OLEIS,COMPTOIR COMMERCIAL  DES LUBRIFIANTS,Huile minerale paraffinique (Huile minerale paraffinique) 846.45 g/L,L/ha
2100019,PULVÃ‰MOUSSE LABO,TRADI AGRI,Dimethyl polysiloxane (Dimethyl polysiloxane) 300 g/L,L/hL
9600324,LOOKER,B.H.S,acid blue 9 (acid blue 9) 250 g/L,L/hL
9500105,LOOKER EV,B.H.S,acid blue 9 (acid blue 9) 250 g/L,L/hL
2000295,LTS 690,LIMAGRAIN GENETICS GRANDE CULTURE,Polymere acrylique (Polymere acrylique) 10 %,
9300133,COMPO BLEU POUDRE,COMPO FRANCE SAS,acid blue 9 (acid blue 9) 100 %,kg/hL
9300134,COMPO BLEU LIQUIDE,COMPO EXPERT France,Colorant bleu brillant (acide blue 9) (Colorant bleu brillant (acide blue 9)) 500 g/L,L/hL
2100076,POLYSECT ULTRA PR,SCOTTS FRANCE S.A.S.,acÃ©tamipride (Acetamiprid) 4 %,tablettes/L
2100077,POLYSECT ULTRA BATONNET,SCOTTS FRANCE S.A.S.,acÃ©tamipride (Acetamiprid) 4 %,
2030332,DEBROUSSAILLANT 2D P,NUFARM S.A.S.,"dichlorprop-P (Dichlorprop-P) 120 g/L | 2,4-D (2,4-D) 240 g/L",L/hL
2160705,UNICORN DF,NUFARM S.A.S.,Tebuconazole (Tebuconazole) 45 g/kg | Sulphur (Sulphur) 700 g/kg,kg/ha
9900004,COCKPIT,SIPCAM S.P.A,mÃ©panipyrime (Mepanipyrim) 50 %,kg/ha
2150412,INTERFACE STRESSGARD,BAYER SAS,iprodione (Iprodione) 256.4 g/L | trifloxystrobine (Trifloxystrobin) 16 g/L,L/ha
2160730,MEDALLION TL,SYNGENTA FRANCE SAS,Fludioxonil (Fludioxonil) 125 g/L,L/ha
8900685,RAK 5,BASF FRANCE SAS,(E/Z)-8-dodÃ©cen-1-yl acÃ©tate (Straight Chain Lepidopteran Pheromones) 98.1 g/kg,diffuseurs/ha
9400462,RAK 1 COCHYLIS,BASF FRANCE SAS,(E/Z)9-Dodecenylacetate (Straight Chain Lepidopteran Pheromones) 54.5 g/kg,diffuseurs/ha
2160390,REGULEX 10SG,SUMITOMO CHEMICAL AGRO EUROPE SAS,gibbÃ©rellines (Gibberellins) 100 g/kg,g/ha
2150788,STOP GERM',AGRIPHAR SA,hydrazide malÃ©Ã¯que (Maleic hydrazide) 600 g/kg,g/mÂ²
2159998,MASAI JARDINS,BASF FRANCE SAS,tÃ©bufenpyrad (Tebufenpyrad) 200 g/kg,g/L
2130244,REVUS TOP,SYNGENTA FRANCE SAS,difÃ©noconazole (Difenoconazole) 250 g/L | mandipropamid (Mandipropamid) 250 g/L,L/ha
2090157,NISSODIUM,NISSO CHEMICAL EUROPE GMBH,cyflufÃ©namide (Cyflufenamid) 50 g/L,L/ha
2160456,PERMIT,PHILAGRO France,halosulfuron-mÃ©thyl (Halosulfuron methyl) 750 g/kg,kg/ha
8700525,PENNCOZEB DG,UPL France SAS,mancozÃ¨be (Mancozeb) 750 g/kg,kg/ha
8100198,PENNCOZEB,UPL France SAS,mancozÃ¨be (Mancozeb) 80 %,g/q
2020226,NOROIT,ARYSTA LIFESCIENCE SAS,clÃ©thodime (Clethodim) 120 g/L,L/ha
2130111,NET-INSECT PRET A L'EMPLOI,SBM DEVELOPPEMENT,cypermÃ©thrine (Cypermethrin) 0.025 g/L,mL/mÂ²
2160114,ERADICOAT,CERTIS EUROPE BV,maltodextrine (Maltodextrine) 597.8 g/L,L/ha
2090173,CAPALO,BASF FRANCE SAS,Ã©poxiconazole (Epoxiconazole) 62.5 g/L | fenpropimorphe (Fenpropimorph) 200 g/L | mÃ©trafÃ©none (Metrafenone) 75 g/L,L/ha
2150277,ERUNE,SAPEC Agro S.A.,pyrimÃ©thanil (Pyrimethanil) 400 g/L,L/ha
2140190,RAIDMOUSS,SBM DEVELOPPEMENT,sulfate de fer (Iron sulphate) 187 g/L,L/ha
2030274,PERLOT,ARYSTA LIFESCIENCE GREAT BRITAIN LTD,hydrazide malÃ©Ã¯que (sel de potassium) (Maleic hydrazide) 186.5 g/L,L/ha
2010280,CARAMBA STAR,BASF FRANCE SAS,mÃ©tconazole (Metconazole) 90 g/L,L/ha
9800018,COLZOR TRIO,SYNGENTA FRANCE SAS,Clomazone (Clomazone) 30 g/L | Dimethachlor (Dimethachlor) 187.5 g/L | napropamide (Napropamide) 187.5 g/L,L/ha
2140101,ZAMIDE 80 WG,ALBAUGH UK LTD,propyzamide (Propyzamide) 80 %,kg/ha
9400346,STYROCUIVRE DF,INDUSTRIAS QUIMICAS DEL VALLES,cuivre de l'oxychlorure de cuivre (Copper compounds) 50 %,kg/hL
2120008,VIAGLIF JARDIN,TRADI AGRI,glyphosate sel d'isopropylamine (Glyphosate) 360 g/L,L/ha
2140088,OSIRIS STAR,BASF FRANCE SAS,Ã©poxiconazole (Epoxiconazole) 56.25 g/L | mÃ©tconazole (Metconazole) 41.25 g/L,L/ha
2000003,SULTAN,ADAMA FRANCE SAS,mÃ©tazachlore (Metazachlor) 500 g/L,L/ha
2100011,SUNSTONE EV,TRADI AGRI,glyphosate sel d'isopropylamine (Glyphosate) 360 g/L,L/hL
7500716,SUPER BOUILLIE MACCLESFIELD 80,INDUSTRIAS QUIMICAS DEL VALLES,sulfate de cuivre (Copper compounds) 20 %,kg/hL
9800526,SUPER CAID APPATS BLEU,LIPHATECH SAS,bromadiolone (Bromadiolone) 0.005 %,
9100525,MASAI,BASF FRANCE SAS,tÃ©bufenpyrad (Tebufenpyrad) 200 g/kg,kg/ha
2020356,MANZOCURE SP,INDOFIL INDUSTRIES (Netherlands) B.V.,mancozÃ¨be (Mancozeb) 80 %,kg/ha
2060133,CALYPSO,BAYER SAS,thiaclopride (Thiacloprid) 480 g/L,L/ha
9800477,CAMBIO,BASF FRANCE SAS,bentazone (Bentazone) 320 g/L | dicamba (Dicamba) 90 g/L,L/ha
8800603,COLZAMID,CEREXAGRI S.A.S.,napropamide (Napropamide) 450 g/L,L/ha
8100291,BUTISAN S,BASF FRANCE SAS,mÃ©tazachlore (Metazachlor) 500 g/L,L/ha
2100214,PERTUS,CHEMINOVA A/S,clomazone (Clomazone) 360 g/L,L/ha
9500107,COGITO,SYNGENTA FRANCE SAS,propiconazole (Propiconazole) 250 g/L | tÃ©buconazole (Tebuconazole) 250 g/L,L/ha
2110149,NATUREN ERADIGUN,SCOTTS FRANCE S.A.S.,Huile de colza esterifiee (Huile de colza esterifiee) 16.9 g/L,L/10 mÂ²
9800496,CLIOPHAR,ARYSTA LIFESCIENCE BENELUX SPRL,clopyralid (Clopyralid) 100 g/L,L/ha
2160208,TRINITY,ADAMA FRANCE SAS,chlorotoluron (Chlorotoluron) 250 g/L | Pendimethalin (Pendimethalin) 300 g/L | diflufÃ©nicanil (Diflufenican) 40 g/L,L/ha
2140106,ANTICOCHENILLES NOVA,TOTAL FLUIDES,huile de paraffine (Paraffin oils) 790 g/L,mL/mÂ²
2160120,CURSEUR WG,GRITCHE,fludioxonil (Fludioxonil) 250 g/kg | cyprodinil (Cyprodinil) 375 g/kg,L/ha
2130250,DI-QUATTRO,ARYSTA LIFESCIENCE BENELUX SPRL,diquat (dibromure) (Diquat (dibromide)) 200 g/L,L/ha
2160268,CIMOPEC M WG ADVANCE,SAPEC AGRO S.A.,mancozÃ¨be (Mancozeb) 465 g/kg | cymoxanil (Cymoxanil) 40 g/kg,kg/ha
2140060,AVOCA PREMIUM,BARCLAY CHEMICALS LTD,Chlorothalonil (Chlorothalonil) 250 g/L | propiconazole (Propiconazole) 62.5 g/L,L/ha
2130272,CIDETRAK-CM,CERTIS EUROPE BV,"(E,E)-8,10-dodÃ©cadien-1-ol (Straight Chain Lepidopteran Pheromones) 0.23 g/diffuseur",diffuseurs/ha
9900189,CONTANS WG,BAYER SAS,Coniothyrium minitans (Coniothyrium minitans) 100 g/kg,kg/ha
2140172,ALFIL DUPLO,INDUSTRIAS AFRASA,fosÃ©tyl (Fosetyl) 350 g/kg | mancozÃ¨be (Mancozeb) 350 g/kg,kg/ha
2140163,GARUNA,SUMI AGRO FRANCE SAS,mÃ©tribuzine (Metribuzin) 70 %,kg/ha
9800096,CATANE,TOTAL FLUIDES,huile de paraffine (Paraffin oils) 800 g/L,L/hL
9800194,PENDULUM,BASF FRANCE SAS,pendimÃ©thaline (Pendimethalin) 400 g/L,L/ha
2090138,PENDULUM 2G,BASF FRANCE SAS,pendimÃ©thaline (Pendimethalin) 20 g/kg,kg/ha
2020506,PENDULUM PJT,BASF FRANCE SAS,pendimÃ©thaline (Pendimethalin) 400 g/L,L/ha
2090059,PENTIUM WG,ADAMA FRANCE SAS,pendimÃ©thaline (Pendimethalin) 400 g/kg,L/ha
2110173,PERGADO C PEPITE,SYNGENTA FRANCE SAS,cuivre de l'oxychlorure de cuivre (Copper compounds) 13.95 % | mandipropamid (Mandipropamid) 2.5 %,kg/ha
9300542,BUGGY UPPER,MONSANTO SAS,glyphosate sel d'isopropylamine (Glyphosate) 240 g/L,L/ha
2000424,BUGGY UPPER 240,MONSANTO SAS,glyphosate sel d'isopropylamine (Glyphosate) 240 g/L,mL/mÂ²
9800384,BUMPER,ADAMA FRANCE SAS,propiconazole (Propiconazole) 250 g/L,L/ha
9600201,BUMPER P,ADAMA FRANCE SAS,prochloraz (Prochloraz) 400 g/L | propiconazole (Propiconazole) 90 g/L,L/ha
9900329,BUREX 430 DKV,OXON ITALIA,chloridazone (Chloridazon) 430 g/L,L/ha
2080099,PERGADO MZ PEPITE,SYNGENTA FRANCE SAS,mancozÃ¨be (Mancozeb) 60 % | mandipropamid (Mandipropamid) 5 %,kg/ha
2040330,DAUPHIN O 465 WDG,SOCIETE  FINANCIERE DE PONTARLIER,cymoxanil (Cymoxanil) 4 % | mancozÃ¨be (Mancozeb) 46.5 %,kg/ha
8400475,DAZIDE 85,FINE AGROCHEMICALS LTD,daminozide (Daminozide) 85 %,kg/ha
2100067,DAZIDE ENHANCE,FINE AGROCHEMICALS LTD,daminozide (Daminozide) 850 g/kg,kg/ha
2130106,DESIMO DUO,LONZA COLOGNE GMBH,metaldÃ©hyde (Metaldehyde) 30 g/kg,g/mÂ²
2010439,C MOUSSE ANTI-LISERONS,SBM DEVELOPPEMENT,"2,4-D sel de dimethylamine (2,4-D) 7.4 g/L | MCPA sel de dimethylamine (MCPA) 14.6 g/L",
2080132,C TRAITEMENT FONGICIDE PAE,SBM DEVELOPPEMENT,propiconazole (Propiconazole) 0.051 g/L,g/mÂ²
9300040,C3-CHOC,SFP EUROPE SA,chlormÃ©quat (Chlormequat) 460 g/L,L/ha
2030342,C5 FLEX,TAMINCO BVBA,chlorure de choline (Choline chloride) 460 g/L,L/ha
2010588,CABRIO STAR,BASF FRANCE SAS,folpel (Folpet) 400 g/L | pyraclostrobine (Pyraclostrobin) 40 g/L,L/ha
2000336,CABRIO TOP,BASF FRANCE SAS,mÃ©tirame (Metiram) 550 g/kg | pyraclostrobine (Pyraclostrobin) 50 g/kg,kg/ha
9400067,CADENCE,SYNGENTA FRANCE SAS,dicamba sel de sodium (Dicamba) 70 %,kg/ha
2000442,CAIMAN WP,ARYSTA LIFESCIENCE SAS,mancozÃ¨be (Mancozeb) 80 %,kg/ha
2060137,CANDI 500 SC,UNITED PHOSPHORUS LTD,ethofumesate (Ethofumesate) 500 g/L,L/ha
2120174,FINALSAN ULTIMA JARDIN,NEUDORFF GMBH KG,hydrazide malÃ©Ã¯que (Maleic hydrazide) 30 g/L | acide pÃ©largonique (Pelargonic Acid) 186.7 g/L,mL/mÂ²
2080147,TOPREX,SYNGENTA FRANCE SAS,difÃ©noconazole (Difenoconazole) 250 g/L | paclobutrazol (Paclobutrazol) 125 g/L,L/ha
2080103,TOPSIN 500 SC,CERTIS EUROPE BV,thiophanate-mÃ©thyl (Thiophanate-methyl) 500 g/L,L/ha
2090094,TOPSIN 70 WG,CERTIS EUROPE BV,thiophanate-mÃ©thyl (Thiophanate-methyl) 70.4 %,kg/ha
9900252,MANCOPHYT,PHYTEUROP,mancozÃ¨be (Mancozeb) 800 g/kg,kg/ha
2100167,MANCOWAN WG,GOWAN FRANCE,mancozÃ¨be (Mancozeb) 750 g/kg,kg/ha
2000316,MANDARIN PRO,PHILAGRO,esfenvalÃ©rate (Esfenvalerate) 50 g/L,L/ha
2090139,MANFIL 75 WG,INDOFIL INDUSTRIES LIMITED,mancozÃ¨be (Mancozeb) 750 g/kg,kg/ha
2040019,MANFIL 80 WP,INDOFIL INDUSTRIES LIMITED,mancozÃ¨be (Mancozeb) 80 %,kg/ha
2090121,MANIFLOW,MANICA S.P.A.,composÃ©s du cuivre (Copper compounds) 124 g/L,L/ha
2090071,MANILLE,NUFARM S.A,bromoxynil octanoate (Bromoxynil) 342 g/L,L/ha
9400389,MAORI,BASF FRANCE SAS,chlorothalonil (Chlorothalonil) 375 g/L | pyrimÃ©thanil (Pyrimethanil) 150 g/L,L/ha
2120207,MAREDO,ADAMA FRANCE SAS,Ã©poxiconazole (Epoxiconazole) 125 g/L,L/ha
9700343,MARQUIS,ADAMA FRANCE SAS,mÃ©tamitrone (Metamitron) 70 %,kg/ha
9000360,MASTIC A CICATRISER A FROID,B. NAVARRE,Cire d'abeille (Cire d'abeille) 21.6 % | Huile de resine (Huile de resine) 41.21 % | rÃ©sines (Resines) 11.8 %,
8400364,MASTIC A CICATRISER L'HOMME LEFORT,COMPAGNIE DES PRODUITS POUR LE JARDIN,Alcohol denature (Alcohol denature) 7 % | Cire d'abeille (Cire d'abeille) 5 % | colophane traitÃ©e au malÃ©ate (colophane traitÃ©e au malÃ©ate) 40 % | essence de tÃ©rÃ©benthine (essence de tÃ©rÃ©benthine) 7 % | goudron de pin (Goudron de pin) 40 %,
2050076,CANTUS,BASF FRANCE SAS,boscalide (Boscalid) 500 g/kg,kg/ha
2030430,CARAKOL,KOLLANT SPA,metaldÃ©hyde (Metaldehyde) 5 %,
9300020,CARAMBA,BASF FRANCE SAS,mÃ©tconazole (Metconazole) 60 g/L,L/ha
9400134,CARAT,BAYER SAS,diflufÃ©nicanil (Diflufenican) 100 g/L | flurtamone (Flurtamone) 250 g/L,L/ha
9600116,CARBAZINC FLASH,CHEMINOVA AGRO FRANCE SAS,zirame (Ziram) 76 %,kg/ha
2150035,FUMICAL PLUS,ARYSTA LIFESCIENCE SAS,mÃ©tam-sodium (Metam) 510 g/L,L/ha
8600525,MASTIC A CICATRISER S SEM,COMPO FRANCE SAS,Huile vegetale (Huile vegetale) 11.5 % | rÃ©sines (Resines) 37 %,
8600646,MASTIC A CICATRISER VILMORIN V,OXADIS,Huile vegetale (Huile vegetale) 11.5 % | rÃ©sines (Resines) 37 %,
9000362,MASTIC A GREFFER A CHAUD,B. NAVARRE,Huile de resine (Huile de resine) 6.99 % | rÃ©sines (Resines) 60.75 % | Suif (Suif) 5.23 %,
9000359,MASTIC A GREFFER A FROID,B. NAVARRE,Cire d'abeille (Cire d'abeille) 21.05 % | Huile de resine (Huile de resine) 30.6 % | rÃ©sines (Resines) 40.1 %,
2150084,MESOSTAR,LIFE SCIENTIFIC LTD,mÃ©sotrione (Mesotrione) 100 g/L,L/ha
2130088,METAREX M TDS,DE SANGOSSE,metaldÃ©hyde (Metaldehyde) 25 g/kg,g/mÂ²
9700116,CLORIL,ARYSTA LIFESCIENCE SAS,chlorothalonil (Chlorothalonil) 500 g/L,L/ha
2130247,MOXA,GLOBACHEM,trinexapac-Ã©thyl (Trinexapac) 250 g/L,L/ha
2120151,MYSTIC EC,NUFARM S.A,tÃ©buconazole (Tebuconazole) 250 g/L,L/ha
8700002,CLORTOSINT,NUFARM S.A,chlorotoluron (Chlorotoluron) 500 g/L,L/ha
2060085,COLLIS,BASF FRANCE SAS,boscalide (Boscalid) 200 g/L | krÃ©soxime-mÃ©thyle (Kresoxim-methyl) 100 g/L,L/ha
2090017,NANDO,NUFARM S.A,fluaziname (Fluazinam) 500 g/L,L/ha
2100184,NARAK,BASF FRANCE SAS,picolinafÃ¨ne (Picolinafen) 33.35 % | tritosulfuron (Tritosulfuron) 33.35 %,kg/ha
2090099,NASPAR 500 SC,GLOBACHEM,mÃ©tazachlore (Metazachlor) 500 g/L,L/ha
2110003,NATSU 500,NOVASTAR LINK LTD,ethofumesate (Ethofumesate) 44.2 %,L/ha
2090153,CONQUERANT,BASF FRANCE SAS,dicamba (Dicamba) 600 g/kg | tritosulfuron (Tritosulfuron) 125 g/kg,kg/ha
2100017,CONSENTO,BAYER SAS,fÃ©namidone (Fenamidone) 75 g/L | propamocarbe HCl (Propamocarb) 375 g/L,L/ha
